Sentence,Class
" If there are problems with a piece of furniture or measurements; the replacement part is recommended so that the erector can complete the kitchen,Relevant"
"firstly; you have to know that the most used platform is Amazon and that you can reduce the delivery time if you are a premium member.,Relevant"
"The process begins when a customer want to buy something on line; ( for example: a candle).,Relevant"
"He will search for the article that he wants; when he has found he will be redirected to his basket; to confirm his order and to pay it. ,Relevant"
"Then when the payment is made; the customer will receive a notification by email and the sales service will be notified too.,Relevant"
The sales service will transfer the purchase order to the department: orders preparation. ,Relevant
They will first check the availability of the product to reduce the quantity available online directly when the order is made. ,Relevant
"If it was the last candle available; the department orders preparation will notify it to the purchasing department and to the IT department.,Relevant"
" Like that; the first one can place a new order to have this article in stock again and the second department can delete the offer; on the Amazon website while waiting to receive the replenishment. ,Relevant"
"when an order is placed in an orange box; it means that is still other items available in the warehouse and when it is placed in a blue box it means it was the last one available. ,Relevant"
"When they have a shortage; they have to wait 5 days more to receive the item.,Relevant"
"When the order is done; the customer receive an email to say that a transporter will come to take the package and that they have to wait around 3 days to receive the order.,Relevant"
The process finish when the customer has received his order in his letterbox or in his hand and that he has received an confirmation email.,Relevant
You begin by looking on internet flights tickets. ,Relevant
"For that it exists several websites as for example: Ryanair; Jetcost; Edreams; AirFrance… ,Irrelevant"
"When you have found your destination and a good price; you book it online or by phone with a travel agency. ,Relevant"
"Immediately; when the company has received the payment you receive an email and then; the company knows that they have to book a place in the flight for you.,Relevant"
"After that; you will have to find a hotel. ,Relevant"
You can search on Booking (which is the most famous website to book a hotel nowadays). ,Irrelevant
"Same; when it is done you have to pay; you receive an email to confirm your order and the hotel knows that they have to prepare your room. ,Relevant"
Then you have to prepare your suitcases. ,Relevant
You can have 10kg per suitcase maximum.,Irrelevant
According to the time you will have to come to the airport you will ask to a taxi to come to your house 3h before (if it is an international fly) and 1H30 before if you stay in Europe. ,Relevant
"When you are in the airport you have to go first at the counter; to take your tickets. ,Relevant"
"When it is done; you go to register your suitcases. In general; there are many people; so you have to do the line for 20 minutes. If when you arrive; you have more than 10kg in your suitcase; you have to take off some clothes and to redo the line for 20 minutes to check if you have 10kg. ,Relevant"
"If not; you do it again until that you have the good weight. ,Relevant"
"When your suitcase is registered; you have to pass security checks. ,Relevant"
Everybody has to do it no matter the flight that you take. ,Irrelevant
It can take a lot of time according the airport where you are (+/- 30minutes). ,Irrelevant
If you are in Brussels airport you have to wait during 40 minutes because it is the largest airport in Belgium and that they only have 5 machines to test everybody. ,Relevant
"After that according the time that you still have to wait ;you can do shopping; but don't forget to be at least 15 minutes in advance to the boarding gates before your flight time; to be certain to not lose your flight. ,Relevant"
The process is done when you are in the plane. ,Relevant
"       The Campus Recruitment organizes the “Career Night” on Wednesday; March 17 virtually due to the current health crisis,Irrelevant"
"       The process begins when the organizing team send the event link to the students of HEC Liège (Master 1; master 2 and alumni); either by email or on Facebook,Relevant"
       Then the student clicks on the Career Center event link he received,Relevant
"       The Career Center is a platform where there are a lot of job or internship offers; or events offered by HEC’s partner companies,Irrelevant"
"       Then he is redirected to the Career Center page; and there he can either click on register; save or exit the page,Relevant"
"       If he registered to the event; the student receives an e-mail with a confirmation that he is registered,Relevant"
" Same if he just saved the event; he will receive an email,Relevant"
       The team organizing the event receives a notification that someone has registered or had saved the event,Relevant
"       If the student has registered on the Career Center (and only if!); he can now go on the platform where the event will take place by clicking on the second link provided to him on the email or on Facebook,Relevant"
       The student can first creates his user account on the platform by clicking on “sign up” and then on “create user profile”,Relevant
"   The student can complete his profile; or he can do it later,Relevant"
"   The student can now register to the event “Career Night 2021” by clicking on it; and then on “register”,Relevant"
   One of the great features of this platform is that students can book interviews in advance,Relevant
"   To book interviews in advance; the student can click on a slot with the time he wants to do the interview,Relevant"
"   Then; the recruiter has a notification that a student wants to meet,Relevant"
 The recruiter can either accept or reject the appointment,Relevant
   The student will get an e-mail with the confirmation (or not) that the interview is booked for the event,Relevant
       The insurance company takes care of the management of the unpaid invoices of our clients by their clients,Irrelevant
       One of the clients of the insurance company has an unpaid bill and ask the company to manage this file,Relevant
"       The insurance company is notified and receives the file with the name of the debtor and all the information (amount due; etc),Relevant"
       The debtor is the client who has not paid the client of the insurance company,Irrelevant
       The insurance company send a first reminder letter to the debtor with the details of the unpaid amount,Relevant
       The client receives a notification that the insurance company has taken over the file,Relevant
"       If the debtor pays; the insurance company send the amount back to the client,Relevant"
"       Many debtors do not pay their debts immediately;  other options should be considered,Irrelevant"
"       If the debtor contests the claim; the insurance company will initiate a dispute procedure,Relevant"
"   If the debtor says he has payment difficulties; the insurance company starts an installment plan in agreement with the client,Relevant"
"   If; after 10 days; the debtor has not given any news; the insurance company send a second reminder letter,Relevant"
"   If; after 20 days and the second reminder letter; there is no payment from the debtor; the insurance company initiates a legal procedure,Relevant"
" Bpost is a public limited company which has two main activities: the processing of postal mail; and the management of a network of post offices which distribute postal products; financial products and insurance of subsidiary companies.,Irrelevant"
 The business process begins when a customer comes to their nearest Bpost office to send a registered letter. ,Relevant
" First; the customer take their ticket and waits their turn. ,Relevant"
" Then; when called; he goes to the counter. ,Relevant"
" Next; he chooses a type of registered mail by specifying the country of destination of the mail. ,Relevant"
" For example; he can choose standard registered mail; or registered mail with additional insurance. ,Irrelevant"
" Then; the Bpost employee gives the customer a dispatch slip to be completed. ,Relevant"
" After that; the customer completes the dispatch slip by hand and gives it back to the employee. ,Relevant"
 The Bpost employee encodes on the computer the data provided by the consumer on the dispatch slip. ,Relevant
" Then; the employee weighs the package. ,Relevant"
" Next; the consumer pays for his shipment in cash; or by card. ,Relevant"
" Afterwards; the employee gives the receipt as well as the proof of deposit to the customer and sticks the dispatch slip on the package. ,Relevant"
" Finally; the customer can then track his package on the E-tracking application,Relevant"
 Bershka is a chain of ready-to-wear stores for men and women. ,Irrelevant
 The business process begins when the customer goes to the Bershka store to return an item ordered on the store's online platform. ,Relevant
" First; the customer walks into the store; and lines up. ,Relevant"
" Then; he gives the cashier the items he wishes to return and presents the QR code attached to the purchase invoice. ,Relevant"
 The cashier begins by scanning the label of the item to be returned. ,Relevant
 The cashier then scans the QR code. ,Relevant
" Afterwards; the cashier validates the item to be returned on the computer. ,Relevant"
" finally; the cashier puts the item back on a hanger; attaches an anti-theft device; and hangs it on the clothes rack. ,Relevant"
 The cashier repeats this procedure for each of the items to be returned. ,Relevant
" Once all the clothes to be returned are validated on the computer and hung on the clothes rack with an anti-theft device; the cashier submits a refund request. ,Relevant"
 the customer inserts his bank card into the terminal and is reimbursed to the account used for the purchase. ,Relevant
" Finally; the refund is validated; and the proof of refund is printed and given to the customer,Relevant"
          The process starts when a customer logs on to Ryanair website to book a flight. ,Relevant
          He chooses a destination. ,Relevant
          He selects departure and return date. ,Relevant
          He selects the flight.,Relevant
          He fills in the personal information. ,Relevant
          He confirms the booking.,Relevant
          He makes an electronic payment. ,Relevant
          He receives an email as confirmation if it is OK. ,Relevant
          He downloads information. ,Relevant
          He must wait 24 hours before the flight for the check-in,Relevant
          He checks in. ,Relevant
          He downloads the ticket. ,Relevant
          Booking completed. ,Relevant
" Vinted is an online platform that allows its users to sell; buy secondhand clothes. ,Irrelevant"
 The customer logs on to vinted. ,Relevant
 He searches for clothes he is interested in. ,Relevant
 He often chats with the seller. ,Relevant
" For example; there is a negotiation.,Irrelevant"
 The customer buys the item. ,Relevant
 He chooses a delivery point. ,Relevant
 He proceeds to electronic payment. ,Relevant
 Vinted takes a fee. ,Relevant
 The customer receives a confirmation for payment. ,Relevant
 The customer receives an e-mail when the item has arrived. ,Relevant
 The customer goes get his item. ,Relevant
