sentence,class
 For example  small seeds have to be removed  ,Irrelevant
 Then the seeds are washed in clear water  ,Relevant
 After that the seeds are kept for 12 hours in a glass of water  ,Relevant
 The water must not be too cold  ,Irrelevant
 Then someone fills a pot with fresh soil  ,Relevant
 The same person plants the seeds in the soil  ,Relevant
 The person wait for about a month until the seeds germinate  ,Relevant
 That person waters the pot every two days until germination,Relevant
 Chocolate is something that everybody loves  ,Irrelevant
 In France  an average of 7 kg of chocolate per person per year is consumed  ,Irrelevant
 The process starts by collecting cacao beans  ,Relevant
 Then an employee opens the cacao beans  ,Relevant
 Then the cacao beans are stored in order to be dried  ,Relevant
 After  an employee grinds the beans  ,Relevant
 Meanwhile an employee adds sugar to make chocolate less bitter  ,Relevant
 The employee maintains the temperature of the chocolate at 32 degrees  ,Relevant
 The employee pours the chocolate in a mould  ,Relevant
 The employee waits for chocolate to cool  ,Relevant
 Then the employee removes the chocolate from the moulds  ,Relevant
 Then the employee places the chocolate in a fridge and the process is finished ,Relevant
Takeaway is a platform where customers seek for restaurants with the aim to order and to be delivered,Irrelevant
The process starts when the Customer Log into the Takeaway website,Relevant
The customer shares his location in order to be offered several restaurants around his position,Relevant
For example  Liège centre,Irrelevant
Then  the customer chooses a restaurant,Relevant
For example  Huggy s bar,Irrelevant
The customer selects his favourite menu and put it in the cart,Relevant
The customer chooses a suitable time to be delivered,Relevant
For example  8 00 PM ,Irrelevant
The customer pays the required amount,Relevant
The customer waits for the order confirmation notification while the restaurants accept and approve the order,Relevant
Order confirmation notification is received,Relevant
The customer waits for his order while the restaurant prepares the meal,Relevant
the customer is notified when the delivery man is on the road,Relevant
The delivery man notifies the customer that he will be there within the 10 next minutes,Relevant
The meal is delivered,Relevant
Often  travellers prefer to travel by plane because it s the fastest way to go from point A to point B,Irrelevant
The process starts when the traveller search for a flight into the Ryanair Website,Relevant
The traveller chooses an airport to depart from and another one to arrive,Relevant
 Then  the traveller has to choose the time of flight among those proposed,Relevant
For example  Paris to Madrid  depart at 7 00 AM,Irrelevant
The traveller enters his personal information  such as name  surname  id number etc  ,Relevant
The Traveller has to select what type of luggage he wants to take along with him,Relevant
It is possible to take no luggage at all,Irrelevant
The customer chooses between booking a seat or not,Relevant
If the traveller wants to book a seat in the plane  the operator system checks if it s still possible,Relevant
